#              time [s],              Vxb [ft/s],              Vyb [ft/s],              Vzb [ft/s],               p [deg/s],               q [deg/s],               r [deg/s],                 xf [ft],                 yf [ft],                 zf [ft],               phi [deg],             theta [deg],               psi [deg],                da [deg],                de [deg],                dr [deg],          tau [per-unit],           dadot [deg/s],           dedot [deg/s],           drdot [deg/s],     taudot [per-unit/s],        daddot [deg/s/s],        deddot [deg/s/s],        drddot [deg/s/s],  tauddot [per-unit/s/s]
 8.1945369753497665e-01, -1.2498173870370692e+00, -8.1295442865696437e+00,  5.2901930360419769e-01, -2.4635452837365083e+01, -1.1911637359864558e+00,  2.0194110942904060e+00,  5.1917903597306429e+02,  6.8447586759244459e+00, -4.3168933557772107e+00,  2.4543432301283769e+01,  8.2576764807320568e-02,  3.3551370903494626e+00,  1.5787680529466341e+00, -5.3585061609478390e-01,  1.2303434979909074e+00, -2.4839992867154437e-03,  6.7101525289812010e+00,  1.3949370554582390e+00, -8.0682735803554060e+00,  5.8490210862336030e-03, -6.7681814703153563e+01,  5.7264762776076497e+00,  2.0831423417400678e+01, -6.9832941452075293e-04
 8.2944703530979347e-01, -1.2470172538118049e+00, -8.3196526973762861e+00,  3.4331272984201178e-01, -2.4248738217829064e+01, -1.1275442283757000e+00,  1.8944956357322884e+00,  5.2550456039280516e+02,  7.0166856934037574e+00, -4.3808890352229355e+00,  2.4299818618841755e+01,  6.3943515831602848e-02,  3.3681687371195701e+00,  1.6424452905669935e+00, -5.2162459649476012e-01,  1.1507546986396222e+00, -2.4255829133106310e-03,  6.0265742058506282e+00,  1.4473345185688364e+00, -7.8571624100466249e+00,  5.8385666941032227e-03, -6.9124993699378081e+01,  4.7600026729265279e+00,  2.1418958800396535e+01, -1.3939429305060546e-03
 8.3944037308461028e-01, -1.2444432968898127e+00, -8.4943947165179203e+00,  1.6610005970513697e-01, -2.3882901744983201e+01, -1.0660294694701375e+00,  1.7702232333572530e+00,  5.3183001331063394e+02,  7.1900999487701185e+00, -4.4444523324873444e+00,  2.4059921447914316e+01,  4.6445823309028356e-02,  3.3803979288825303e+00,  1.6992192362747616e+00, -5.0692321066036339e-01,  1.0733049421605281e+00, -2.3673057485255056e-03,  5.3350777131916471e+00,  1.4904709809177867e+00, -7.6416754232769462e+00,  5.8212591356247359e-03, -6.9266504364778953e+01,  3.8730413251751079e+00,  2.1707170151784858e+01, -2.0698764396614995e-03
 8.4943371085942698e-01, -1.2420693670924265e+00, -8.6540257060308967e+00, -2.8837627688105272e-03, -2.3536370109525837e+01, -1.0066542229016482e+00,  1.6467278511126935e+00,  5.3815539561570483e+02,  7.3649857917279018e+00, -4.5075778845475725e+00,  2.3823540161185718e+01,  3.0053583423301333e-02,  3.3918121972303505e+00,  1.7490757578526357e+00, -4.9183503658301231e-01,  9.9802301129897752e-01, -2.3092352956765594e-03,  4.6474658086976666e+00,  1.5251190697017547e+00, -7.4245354905960426e+00,  5.7972983665716179e-03, -6.8347558121283555e+01,  3.0611961767897053e+00,  2.1749768375421255e+01, -2.7254721401692400e-03
 8.5942704863424380e-01, -1.2398710141706033e+00, -8.7988033085655015e+00, -1.6390619061047573e-01, -2.3207601729396863e+01, -9.4944224926715004e-01,  1.5241403089990659e+00,  5.4448070816805932e+02,  7.5413278271740829e+00, -4.5702609416257474e+00,  2.3590489749737991e+01,  1.4736000291657447e-02,  3.4024007508313048e+00,  1.7921066275212170e+00, -4.7644115063967551e-01,  9.2491316020324588e-01, -2.2514370270084183e-03,  3.9732745639210321e+00,  1.5520071253649887e+00, -7.2079576775179177e+00,  5.7668908431295785e-03, -6.6580583000008801e+01,  2.3200000299472565e+00,  2.1594671281939391e+01, -3.3600868846911393e-03
 8.6942038640906061e-01, -1.2378254831970708e+00, -8.9289875581025413e+00, -3.1723561473669903e-01, -2.2895105313834392e+01, -8.9440738946996312e-01,  1.4025877557454396e+00,  5.5080595180119576e+02,  7.7191108892299169e+00, -4.6324973413520638e+00,  2.3360600407567357e+01,  4.6170608353479636e-04,  3.4121544699653930e+00,  1.8284883074313374e+00, -4.6081557371762272e-01,  8.5395989982293619e-01, -2.1939743194647754e-03,  3.3200507411196614e+00,  1.5718187972026902e+00, -6.9937061202240152e+00,  5.7302493281168130e-03, -6.4151278069971866e+01,  1.6449758938380468e+00,  2.1284207051146861e+01, -3.9731016531970587e-03
 8.7941372418387742e-01, -1.2359117001784625e+00, -9.0448410059686140e+00, -4.6314010036510211e-01, -2.2597454076226732e+01, -8.4155458295976748e-01,  1.2821932492905663e+00,  5.5713112732444597e+02,  7.8983200176466886e+00, -4.6942834828259947e+00,  2.3133716952869907e+01, -1.2801126318664036e-02,  3.4210658922690906e+00,  1.8584634044922963e+00, -4.4502571831716997e-01,  7.8513222508884151e-01, -2.1369083928688415e-03,  2.6936084533802198e+00,  1.5851932114290783e+00, -6.7831485033886114e+00,  5.6875926086714318e-03, -6.1220705116281401e+01,  1.0316902066697615e+00,  2.0855390664845110e+01, -4.5639297984718628e-03
 8.8940706195869423e-01, -1.2341102481221924e+00, -9.1466288502640616e+00, -6.0188630261498233e-01, -2.2313296190367279e+01, -7.9088081871310800e-01,  1.1630754306474558e+00,  5.6345623552516622e+02,  8.0789404364190869e+00, -4.7556163007229770e+00,  2.2909698126610724e+01, -2.5084678031888519e-02,  3.4291291910497455e+00,  1.8823245856467983e+00, -4.2913283131730795e-01,  7.1838731148072510e-01, -2.0802982513367652e-03,  2.0982649342801309e+00,  1.5927256313403029e+00, -6.5773075202430382e+00,  5.6391451374605116e-03, -5.7927377839619083e+01,  4.7579809822821517e-01,  2.0340251428696515e+01, -5.1320241065465448e-03
 8.9940039973351094e-01, -1.2324033347240402e+00, -9.2346190594526814e+00, -7.3373854463940802e-01, -2.2041362033157714e+01, -7.4237601817100662e-01,  1.0453482781985786e+00,  5.6978127717075313e+02,  8.2609575344464297e+00, -4.8164932395720825e+00,  2.2688415803194147e+01, -3.6421386095993213e-02,  3.4363401473631980e+00,  1.9004007449509264e+00, -4.1319242788398614e-01,  6.5367371369157934e-01, -2.0242006286291248e-03,  1.5370556036215042e+00,  1.5949685316235822e+00, -6.3769088940449334e+00,  5.5851366089446951e-03, -5.4389316202861139e+01, -2.6918988201266255e-02,  1.9766193627750976e+01, -5.6768827337521921e-03
 9.0939373750832775e-01, -1.2307747527687525e+00, -9.3090824830811858e+00, -8.5895804180783841e-01, -2.1780468706178350e+01, -6.9602385050604532e-01,  9.2912093082075797e-01,  5.7610625301049322e+02,  8.4443568480893116e+00, -4.8769122283065371e+00,  2.2469754142869228e+01, -4.6843852387863372e-02,  3.4426961168986039e+00,  1.9130452172981274e+00, -3.9725471276387203e-01,  5.9093410240587674e-01, -1.9686699380334072e-03,  1.0119289067561625e+00,  1.5924330126571995e+00, -6.1824257027181320e+00,  5.5258014816808492e-03, -5.0706040063121222e+01, -4.8052287426899459e-01,  1.9156375729779150e+01, -6.1980540693127367e-03
 9.1938707528314456e-01, -1.2292098342595636e+00, -9.3702929444485221e+00, -9.7780225595914061e-01, -2.1529522279491360e+01, -6.5180248154368725e-01,  8.1449756948547924e-01,  5.8243116377725710e+02,  8.6291240454770648e+00, -4.9368716551798570e+00,  2.2253608710821595e+01, -5.6384759262018136e-02,  3.4481959925804286e+00,  1.9206258396895572e+00, -3.8136498592548107e-01,  5.3010757706163636e-01, -1.9137582272630849e-03,  5.2392163486137899e-01,  1.5855904854682434e+00, -5.9941188797911558e+00,  5.4613784570359198e-03, -4.6960481952087889e+01, -8.8889490048076503e-01,  1.8530096432006328e+01, -6.6951405962923614e-03
 9.2938041305796137e-01, -1.2276953992171684e+00, -9.4185273115771118e+00, -1.0905243644910456e+00, -2.1287518154058557e+01, -6.0968525842854659e-01,  7.0157734813040995e-01,  5.8875601018904763e+02,  8.8152449124296908e+00, -4.9963703431185422e+00,  2.2039885583701679e+01, -6.5076791623010166e-02,  3.4528401636780726e+00,  1.9235166690275354e+00, -3.6556403017623218e-01,  4.7113159314955755e-01, -1.8595151387588715e-03,  7.3315609821693897e-02,  1.5748745635536250e+00, -5.8120738694580050e+00,  5.3921099238774250e-03, -4.3220803859188095e+01, -1.2557182720333095e+00,  1.7903178302674331e+01, -7.1678018398337578e-03
 9.3937375083277808e-01, -1.2262197000154629e+00, -9.4540655440929466e+00, -1.1973728299747748e+00, -2.1053539894611916e+01, -5.6964133272380157e-01,  5.9045436565809517e-01,  5.9508079295041296e+02,  9.0027053398662069e+00, -5.0554075255604403e+00,  2.1828500460597191e+01, -7.2952565114887236e-02,  3.4566304721071899e+00,  1.9220911749957870e+00, -3.4988847899236408e-01,  4.1394354236227621e-01, -1.8059878756865877e-03, -3.4022325283171140e-01,  1.5606831037677551e+00, -5.6362334956169580e+00,  5.3182413781035298e-03, -3.9542107186513682e+01, -1.5844658797787827e+00,  1.7288341848713305e+01, -7.6157564543819769e-03
 9.4936708860759489e-01, -1.2247723620469060e+00, -9.4771907146386010e+00, -1.2985910570245345e+00, -2.0826756842974852e+01, -5.3163622507910180e-01,  4.8121767189297376e-01,  6.0140551275373332e+02,  9.1914913125798083e+00, -5.1139828228388069e+00,  2.1619377792148324e+01, -8.0044560101751649e-02,  3.4595701665123775e+00,  1.9167167372587470e+00, -3.3437116334543104e-01,  3.5848202295068465e-01, -1.7532211738400805e-03, -7.1752239968620368e-01,  1.5433803447115615e+00, -5.4664271676134586e+00,  5.2400208250671845e-03, -3.5968028737299342e+01, -1.8783929659990191e+00,  1.6695564595714199e+01, -8.0387835599527342e-03
 9.5936042638241170e-01, -1.2233443214415729e+00, -9.4881890042578760e+00, -1.3944171242621550e+00, -2.0606420782866451e+01, -4.9563233491733566e-01,  3.7395130122241577e-01,  6.0773017028039089e+02,  9.3815888992684542e+00, -5.1720962191320723e+00,  2.1412449938600137e+01, -8.6385061109255368e-02,  3.4616638546375187e+00,  1.9077502875936643e+00, -3.1904143679293240e-01,  3.0468783614748329e-01, -1.7012572795826464e-03, -1.0597954549695381e+00,  1.5232990973353335e+00, -5.3023965921810134e+00,  5.1576981721653415e-03, -3.2532218726738471e+01, -2.1405340088967599e+00,  1.6132421234165815e+01, -8.4367233741360712e-03
 9.6935376415722851e-01, -1.2219277605005345e+00, -9.4873496718342452e+00, -1.4850835803574363e+00, -2.0391861891220941e+01, -4.6158939879097188e-01,  2.6873432846491957e-01,  6.1405476620183231e+02,  9.5729842437177286e+00, -5.2297480400211498e+00,  2.1207656365057520e+01, -9.2006101398319995e-02,  3.4629174544165302e+00,  1.8955349493512945e+00, -3.0392547852193996e-01,  2.5250474262727973e-01, -1.6501359338900734e-03, -1.3685492098591812e+00,  1.5007429486300252e+00, -5.1438181944033534e+00,  5.0715246181006896e-03, -2.9259699418508646e+01, -2.3737032186589118e+00,  1.5604402107736835e+01, -8.8094772460028791e-03
 9.7934710193204533e-01, -1.2205160414371221e+00, -9.4749649981650652e+00, -1.5708172942626568e+00, -2.0182484178047829e+01, -4.2946490116119840e-01,  1.6564094225257076e-01,  6.2037930118053180e+02,  9.7656635570405506e+00, -5.2869389306615631e+00,  2.1004942880025030e+01, -9.6939412348340692e-02,  3.4633381441527473e+00,  1.8803975385625014e+00, -2.8904657439526360e-01,  2.0188001080964121e-01, -1.5998943624986883e-03, -1.6455035964167641e+00,  1.4759884452124075e+00, -4.9903224727267714e+00,  4.9817520445322536e-03, -2.6168105144547297e+01, -2.5804980653219727e+00,  1.5115208323809243e+01, -9.1570071441657349e-03
 9.8934043970686203e-01, -1.2191036389673400e+00, -9.4513302056336510e+00, -1.6518393508699489e+00, -1.9977760586816647e+01, -3.9921444137335971e-01,  6.4740531888584987e-02,  6.2670377587086296e+02,  9.9596131108859129e+00, -5.3436698345867626e+00,  2.0804260921446076e+01, -1.0121637733650468e-01,  3.4629343120987683e+00,  1.8626468028539576e+00, -2.7442537635247155e-01,  1.5276478647684491e-01, -1.5505672721072838e-03, -1.8925234732733049e+00,  1.4492872292173729e+00, -4.8415105261400386e+00,  4.8886324151608271e-03, -2.3268806210341854e+01, -2.7633052958176649e+00,  1.4667022586416055e+01, -9.4793346807024621e-03
 9.9933377748167884e-01, -1.2176860722308902e+00, -9.4167433547223762e+00, -1.7283649843835676e+00, -1.9777227900203563e+01, -3.7079206055479519e-01, -3.3902215752213943e-02,  6.3302819091988727e+02,  1.0154819231535956e+01, -5.3999419731571834e+00,  2.0605566892874542e+01, -1.0486798981178769e-01,  3.4617155056994400e+00,  1.8425722859321223e+00, -2.6008014076666863e-01,  1.0511431075354481e-01, -1.5021868525354476e-03, -2.1115610820997666e+00,  1.4208681041254556e+00, -4.6969679973391063e+00,  4.7924171865770379e-03, -2.0567920569460846e+01, -2.9243089392444408e+00,  1.4260755510944064e+01, -9.7765397331998505e-03
 1.0093271152564955e+00, -1.2162598364789119e+00, -9.3715052188098866e+00, -1.8006035427012996e+00, -1.9580481571680934e+01, -3.4415053205930662e-01, -1.3022721216824729e-01,  6.3935254696806442e+02,  1.0351268294817396e+01, -5.4557568256477680e+00,  2.0408821551088046e+01, -1.0792481527600550e-01,  3.4596923807180908e+00,  1.8204437166027965e+00, -2.4602694655649318e-01,  5.8888011047016291e-02, -1.4547827847006811e-03, -2.2143321708878907e+00,  1.4062563006315691e+00, -4.6257117239666607e+00,  4.7435670546656728e-03, -2.0567920569460618e+01, -2.9243089392444084e+00,  1.4260755510943905e+01, -9.7765397331997430e-03
